id,network_code,station_code,location_code,channels,latitude,longitude,elevation,start_date,end_date,state
NC.BKC.20,NC,BKC,20.0,HN,36.5802,-121.62623,125.0,2019.112,3000.001,California
NC.BLR.01,NC,BLR,1.0,EH,36.667,-121.273315,189.0,1973.046,2020.153,California
NC.BLR.02,NC,BLR,2.0,"EH,SH",36.667,-121.273315,189.0,1973.046,2020.153,California
NC.BMC.,NC,BMC,,EH,36.656666,-121.365334,1022.0,1976.021,1982.236,California
NC.BMH.,NC,BMH,,"EH,EL",36.686333,-121.41333,811.0,1976.019,1982.236,California
NC.BMS.,NC,BMS,,"EH,SH",36.663078,-120.79288,780.0,1973.324,3000.001,California
NC.BMS.01,NC,BMS,1.0,"HH,HN",36.66311,-120.79288,813.0,2024.084,3000.001,California
NC.BMS.20,NC,BMS,20.0,HN,36.66311,-120.79288,813.0,2024.084,3000.001,California
NC.BPA.01,NC,BPA,1.0,"HH,HN",36.664864,-121.108694,585.0,2024.304,3000.001,California
NC.BPA.20,NC,BPA,20.0,HN,36.664864,-121.108694,585.0,2024.304,3000.001,California
NC.BPC.,NC,BPC,,"EH,EL,SH,SL",36.573399,-121.626862,173.0,1981.343,2019.151,California
NC.BPE.01,NC,BPE,1.0,HN,36.405915,-121.491651,1354.3,2019.178,3000.001,California
NC.BPE.20,NC,BPE,20.0,HN,36.405915,-121.491651,1354.3,2019.178,3000.001,California
NC.BPF.,NC,BPF,,"EH,EL",36.230331,-121.772003,349.0,1973.352,1991.35,California
NC.BPI.,NC,BPI,,"EH,SH",36.490063,-121.169579,301.0,1975.184,2020.153,California
NC.BPL.01,NC,BPL,1.0,"EH,HN",36.46538,-121.86833,710.0,2021.342,3000.001,California
NC.BPL.20,NC,BPL,20.0,HN,36.46538,-121.86833,710.0,2021.342,3000.001,California
NC.BPN.,NC,BPN,,EH,36.562168,-121.63633,305.0,1967.257,1976.141,California
NC.BPO.,NC,BPO,,"EH,EL,SH,SL",36.228378,-121.7677,330.0,1991.351,2019.34,California
NC.BPOB.01,NC,BPOB,1.0,"EH,HN",36.22789,-121.76717,340.0,2019.331,3000.001,California
NC.BPP.,NC,BPP,,EH,36.168667,-121.377998,1591.0,1973.353,1987.084,California
NC.BPR.,NC,BPR,,"EH,SH",36.407131,-121.73056,711.0,1984.036,2017.173,California
NC.BPRB.01,NC,BPRB,1.0,"EH,HN",36.407211,-121.730667,738.0,2017.186,3000.001,California
NC.BPS.01,NC,BPS,1.0,HN,36.30537,-121.8991,102.0,2018.341,3000.001,California
NC.BPS.20,NC,BPS,20.0,HN,36.30537,-121.8991,102.0,2018.341,3000.001,California
NC.BPV.01,NC,BPV,1.0,"EH,HN",36.70522,-121.25906,381.0,2019.072,3000.001,California
NC.BPY.,NC,BPY,,EH,36.564999,-121.635834,268.0,1975.215,1981.343,California
NC.BR1.,NC,BR1,,"EH,EL",36.668499,-121.519165,399.0,1969.129,1977.068,California
NC.BRM.,NC,BRM,,"EH,SH",36.845051,-120.824654,343.0,1973.324,2023.331,California
NC.BRV.01,NC,BRV,1.0,EH,36.424683,-121.018967,525.0,1969.33,3000.001,California
NC.BRV.02,NC,BRV,2.0,"EH,SH",36.424683,-121.018967,525.0,1969.33,3000.001,California
NC.BS2.,NC,BS2,,EH,36.633667,-121.233498,293.0,1967.022,1975.021,California
NC.BS3.,NC,BS3,,EH,36.634998,-121.23967,267.0,1975.021,1977.06,California
NC.BS4.,NC,BS4,,EH,36.632999,-121.234169,357.0,1976.28,1978.056,California
NC.BSB.,NC,BSB,,EH,36.737835,-121.286835,398.0,1975.171,1981.154,California
NC.BSC.,NC,BSC,,"EH,EL",36.641666,-121.259834,323.0,1978.056,1991.045,California
NC.BSG.,NC,BSG,,"EH,EL,SH,SL",36.413845,-121.25515,161.0,1969.169,3000.001,California
NC.BSG.01,NC,BSG,1.0,"EH,HN",36.413845,-121.25515,161.0,1969.169,3000.001,California
NC.BSG.20,NC,BSG,20.0,HN,36.413845,-121.25515,161.0,1969.169,3000.001,California
NC.BSL.,NC,BSL,,"EH,SH",36.776535,-121.35009,142.0,1975.197,2020.153,California
NC.BSM.01,NC,BSM,1.0,EH,36.383835,-121.42717,884.0,1985.318,3000.001,California
NC.BSM.02,NC,BSM,2.0,"EH,SH",36.383835,-121.42717,884.0,1985.318,3000.001,California
NC.BSR.,NC,BSR,,"EH,EL,HN,SH,SL",36.667431,-121.520325,375.0,1977.063,3000.001,California
NC.BSR.20,NC,BSR,20.0,HN,36.667431,-121.520325,375.0,1977.063,3000.001,California
NC.BTI.01,NC,BTI,1.0,"EH,HN",36.10021,-121.43922,544.0,2022.265,3000.001,California
NC.BTI.20,NC,BTI,20.0,HN,36.10021,-121.43922,544.0,2022.265,3000.001,California
NC.BTV.01,NC,BTV,1.0,"EH,HN",36.455281,-121.057975,596.0,2019.141,3000.001,California
NC.BVL.,NC,BVL,,"EH,EL,SH",36.574894,-121.190086,479.0,1970.246,2019.309,California
NC.BVLB.01,NC,BVLB,1.0,EH,36.571701,-121.185402,444.0,2018.256,3000.001,California
NC.BVY.,NC,BVY,,"EH,SH",36.746239,-121.415764,647.0,1975.345,2019.353,California
NC.C001.01,NC,C001,1.0,HN,37.5215,-121.933762,96.0,2009.014,3000.001,California
NC.C002.01,NC,C002,1.0,HN,37.558453,-122.034508,7.0,2009.068,3000.001,California
NC.C003.01,NC,C003,1.0,HN,37.707207,-122.083969,74.0,2009.075,3000.001,California
NC.C004.01,NC,C004,1.0,HN,37.844063,-122.217949,189.0,2009.09,2016.069,California
NC.C005.01,NC,C005,1.0,HN,37.810753,-122.236076,187.0,2009.096,3000.001,California
NC.C006.01,NC,C006,1.0,HN,37.591782,-122.058243,6.0,2009.099,3000.001,California
NC.C007.01,NC,C007,1.0,HN,37.895573,-122.262802,255.0,2009.113,3000.001,California
NC.C008.01,NC,C008,1.0,HN,37.895649,-122.293594,4.0,2009.121,3000.001,California
NC.C009.01,NC,C009,1.0,HN,37.804863,-122.184097,263.0,2009.133,2012.184,California
NC.C010.01,NC,C010,1.0,HN,37.944004,-122.009933,51.0,2009.134,3000.001,California
NC.C011.01,NC,C011,1.0,HN,37.906418,-122.292381,30.0,2009.138,3000.001,California
NC.C012.01,NC,C012,1.0,HN,37.926361,-122.312477,36.0,2009.148,3000.001,California
NC.C013.01,NC,C013,1.0,HN,37.82383,-122.188614,403.0,2009.154,2019.192,California
NC.C014.01,NC,C014,1.0,HN,37.682693,-122.059998,68.0,2009.173,2011.049,California
NC.C015.01,NC,C015,1.0,HN,37.559444,-121.993729,23.0,2009.174,3000.001,California
NC.C016.01,NC,C016,1.0,HN,37.396355,-121.867027,33.0,2009.175,3000.001,California
NC.C017.01,NC,C017,1.0,HN,37.506489,-121.926201,34.0,2009.182,3000.001,California
NC.C018.01,NC,C018,1.0,HN,37.979298,-122.117378,90.0,2009.188,3000.001,California
NC.C019.01,NC,C019,1.0,HN,37.98365,-122.013863,31.0,2009.188,2011.082,California
NC.C020.01,NC,C020,1.0,HN,37.800846,-122.20752,74.0,2009.189,2019.114,California
NC.C021.01,NC,C021,1.0,HN,37.695004,-122.063759,68.0,2009.195,3000.001,California
NC.C022.01,NC,C022,1.0,HN,37.536137,-121.974953,10.0,2009.202,2012.207,California
NC.C023.01,NC,C023,1.0,HN,37.510437,-121.954002,1.0,2009.223,2011.18,California
NC.C024.01,NC,C024,1.0,HN,37.94334,-122.335838,25.0,2009.237,3000.001,California
NC.C025.01,NC,C025,1.0,HN,37.643719,-121.900459,97.0,2009.259,2013.092,California
NC.C026.01,NC,C026,1.0,HN,37.870518,-122.051353,89.0,2009.264,3000.001,California
NC.C027.01,NC,C027,1.0,HN,37.79351,-121.979668,135.0,2009.264,3000.001,California
NC.C028.01,NC,C028,1.0,HN,37.850948,-122.24588,104.0,2009.272,3000.001,California
NC.C029.01,NC,C029,1.0,HN,37.788818,-121.971252,129.0,2009.273,3000.001,California
NC.C030.01,NC,C030,1.0,HN,37.154915,-121.609894,268.0,2009.28,2014.168,California
NC.C031.01,NC,C031,1.0,HN,37.86322,-122.276932,29.0,2009.293,3000.001,California
NC.C032.01,NC,C032,1.0,HN,38.082508,-122.157593,76.0,2009.328,2017.041,California
NC.C033.01,NC,C033,1.0,HN,37.846699,-122.289543,2.0,2009.343,3000.001,California
NC.C034.01,NC,C034,1.0,HN,37.5728,-121.963318,15.0,2010.074,3000.001,California
NC.C035.01,NC,C035,1.0,HN,37.969803,-122.026917,23.0,2010.098,3000.001,California
NC.C036.01,NC,C036,1.0,HN,37.380238,-121.793114,329.0,2010.111,2014.084,California
NC.C037.01,NC,C037,1.0,HN,37.355148,-121.88485,22.0,2010.119,2010.23,California
NC.C038.01,NC,C038,1.0,HN,37.720459,-122.176537,28.0,2010.124,3000.001,California
NC.C039.01,NC,C039,1.0,HN,37.467072,-121.911598,27.0,2010.132,3000.001,California
NC.C040.01,NC,C040,1.0,HN,37.989658,-122.314095,53.0,2010.187,2019.107,California
NC.C041.01,NC,C041,1.0,HN,37.375698,-121.826088,54.0,2010.189,3000.001,California
NC.C042.01,NC,C042,1.0,HN,37.822262,-122.127678,150.0,2010.194,3000.001,California
NC.C043.01,NC,C043,1.0,HN,37.868481,-122.24855,154.0,2010.194,2016.153,California
NC.C044.01,NC,C044,1.0,HN,37.730778,-122.231194,-5.0,2010.215,3000.001,California
NC.C045.01,NC,C045,1.0,HN,37.749619,-121.96196,138.0,2010.223,3000.001,California
NC.C046.01,NC,C046,1.0,HN,37.35363,-121.882538,7.0,2010.23,3000.001,California
NC.C047.01,NC,C047,1.0,HN,37.829147,-122.020287,116.0,2010.235,2023.333,California
NC.C048.01,NC,C048,1.0,HN,37.575089,-121.991661,15.0,2010.237,3000.001,California
NC.C049.01,NC,C049,1.0,HN,37.7766,-122.278458,9.0,2010.242,3000.001,California
NC.C050.01,NC,C050,1.0,HN,37.523972,-121.925606,106.0,2010.256,3000.001,California
NC.C051.01,NC,C051,1.0,HN,37.746651,-122.238609,4.0,2010.266,2023.073,California
NC.C052.01,NC,C052,1.0,HN,37.296249,-121.806625,50.0,2010.313,2014.176,California
NC.C053.01,NC,C053,1.0,HN,37.68539,-121.873352,106.0,2010.334,2016.156,California
NC.C054.01,NC,C054,1.0,HN,37.271191,-121.824417,57.0,2011.069,3000.001,California
NC.C055.01,NC,C055,1.0,HN,37.657448,-122.110352,11.0,2011.087,3000.001,California
NC.C056.01,NC,C056,1.0,HN,37.636311,-122.126358,-15.0,2011.11,3000.001,California
NC.C057.01,NC,C057,1.0,HN,37.95554,-121.697876,24.0,2012.033,3000.001,California
NC.C058.01,NC,C058,1.0,HN,37.75642,-122.225761,8.0,2012.047,3000.001,California
NC.C059.01,NC,C059,1.0,HN,37.342571,-121.772369,244.0,2012.061,3000.001,California
NC.C060.01,NC,C060,1.0,HN,37.58482,-122.027122,3.0,2012.068,3000.001,California
NC.C061.01,NC,C061,1.0,HN,37.777912,-122.209702,18.0,2012.103,3000.001,California
NC.C062.01,NC,C062,1.0,HN,37.66753,-121.903427,86.0,2012.118,3000.001,California
NC.C063.01,NC,C063,1.0,HN,37.765137,-122.189087,-40.0,2012.138,2018.302,California
NC.C064.01,NC,C064,1.0,HN,37.805119,-122.18457,250.0,2012.184,3000.001,California
NC.C065.01,NC,C065,1.0,HN,37.96294,-122.275887,110.0,2012.237,2013.015,California
NC.C066.01,NC,C066,1.0,HN,37.913239,-122.285843,153.0,2012.331,3000.001,California
NC.C067.01,NC,C067,1.0,HN,37.976093,-122.289551,113.0,2013.044,3000.001,California
NC.C068.01,NC,C068,1.0,HN,37.644638,-122.074051,13.0,2013.059,3000.001,California
NC.C069.01,NC,C069,1.0,HN,37.647751,-121.896057,83.0,2013.108,3000.001,California
NC.C070.01,NC,C070,1.0,HN,37.702782,-122.131828,3.0,2013.113,3000.001,California
NC.C071.01,NC,C071,1.0,HN,37.682144,-122.133217,1.0,2013.119,3000.001,California
NC.C072.01,NC,C072,1.0,HN,37.285805,-121.75589,160.0,2013.121,3000.001,California
NC.C073.01,NC,C073,1.0,HN,37.655788,-122.05423,190.0,2013.225,3000.001,California
NC.CAC.,NC,CAC,,"EH,EL",37.976166,-121.76033,74.0,1973.299,1988.145,California
NC.CAD.01,NC,CAD,1.0,EH,37.162834,-121.624168,152.0,1967.237,2001.165,California
NC.CAD.02,NC,CAD,2.0,EH,37.162834,-121.624168,152.0,1967.237,2001.165,California
NC.CAD.03,NC,CAD,3.0,"EH,SH",37.162834,-121.624168,152.0,1967.237,2001.165,California
NC.CADB.,NC,CADB,,"EH,HN,SH",37.16346,-121.62645,190.0,2001.164,3000.001,California
NC.CAL.,NC,CAL,,"EH,HN,SH",37.450348,-121.800369,251.0,1967.292,3000.001,California
NC.CAL.01,NC,CAL,1.0,"EH,EL",37.450348,-121.800369,251.0,1967.292,3000.001,California
NC.CAL.02,NC,CAL,2.0,"EH,EL,SH,SL",37.450348,-121.800369,251.0,1967.292,3000.001,California
NC.CAL.20,NC,CAL,20.0,HN,37.450348,-121.800369,251.0,1967.292,3000.001,California
NC.CAO.,NC,CAO,,"EH,EL,SH,SL",37.34848,-121.534668,622.0,1967.292,3000.001,California
NC.CAO.01,NC,CAO,1.0,"EH,HN",37.34848,-121.534668,622.0,1967.292,3000.001,California
NC.CAO.20,NC,CAO,20.0,HN,37.34848,-121.534668,622.0,1967.292,3000.001,California
NC.CAP.01,NC,CAP,1.0,"EH,HN",37.53291,-121.78951,737.0,2019.242,3000.001,California
NC.CAP.20,NC,CAP,20.0,HN,37.53291,-121.78951,737.0,2019.242,3000.001,California
NC.CBH.,NC,CBH,,EH,37.796833,-121.646164,279.0,1980.041,1982.11,California
NC.CBK.,NC,CBK,,EH,37.875999,-122.248001,276.0,1982.32,1987.128,California
NC.CBLG.,NC,CBLG,,"EH,EL",37.7715,-118.898331,2560.0,1985.289,1989.313,California
NC.CBP.,NC,CBP,,"EH,HH,HN,SH",37.747665,-121.708427,167.0,2001.269,3000.001,California
NC.CBP.20,NC,CBP,20.0,HN,37.747665,-121.708427,167.0,2001.269,3000.001,California
NC.CBR.,NC,CBR,,"EH,EL,HN,SH,SL",37.816471,-122.063019,580.0,1969.235,3000.001,California
NC.CBR.10,NC,CBR,10.0,"EH,SH",37.816471,-122.063019,580.0,1969.235,3000.001,California
NC.CBR.20,NC,CBR,20.0,HN,37.816471,-122.063019,580.0,1969.235,3000.001,California
NC.CBS.,NC,CBS,,"EH,SH",37.817783,-121.641296,28.0,1982.11,2016.335,California
NC.CBSB.01,NC,CBSB,1.0,"EH,HN",37.817783,-121.641296,28.0,2016.342,3000.001,California
NC.CBW.,NC,CBW,,"EH,SH",37.924091,-122.107628,201.0,1971.118,2009.258,California
NC.CBZ.,NC,CBZ,,"EH,EL,SH,SL",37.691116,-121.717201,145.0,1989.038,3000.001,California
NC.CCH1.,NC,CCH1,,"EP,HN",37.743317,-122.096573,107.0,1995.124,2016.171,California
NC.CCN.,NC,CCN,,EH,37.7915,-121.948166,219.0,1976.054,1981.044,California
NC.CCO.,NC,CCO,,"EH,HN,SH",37.259041,-121.673508,329.0,1967.286,2007.318,California
NC.CCO.01,NC,CCO,1.0,"EH,SH",37.259041,-121.673508,329.0,1967.286,2007.318,California
NC.CCO.02,NC,CCO,2.0,"EH,SH",37.259041,-121.673508,329.0,1967.286,2007.318,California
NC.CCOB.,NC,CCOB,,"EH,HN",37.258984,-121.673119,371.0,2007.319,3000.001,California
NC.CCR.,NC,CCR,,EH,37.788334,-121.949997,185.0,1970.21,1976.036,California
NC.CCY.,NC,CCY,,"EH,SH",37.551552,-122.091019,21.0,1975.121,2004.112,California
NC.CDA.,NC,CDA,,"EH,EL,SH",37.730431,-121.730278,167.0,1980.032,2003.118,California
NC.CDB.,NC,CDB,,EH,37.881668,-121.914169,1173.0,1967.147,1974.161,California
NC.CDG.01,NC,CDG,1.0,"EH,HN",37.385319,-121.283276,420.0,2019.261,3000.001,California
NC.CDO.,NC,CDO,,EH,37.730057,-121.836304,169.0,1970.21,2004.071,California
NC.CDOB.,NC,CDOB,,"EH,HN,SH",37.729401,-121.833458,139.0,2000.257,3000.001,California
NC.CDS.,NC,CDS,,EH,37.966331,-122.252831,109.0,1973.319,1982.231,California
NC.CDU.,NC,CDU,,"EH,EL,SH",38.029896,-122.001648,160.0,1971.118,2000.354,California
NC.CDV.,NC,CDV,,"EH,EL,HN",37.566502,-121.679253,262.0,1979.283,2010.318,California
NC.CFR.,NC,CFR,,EH,37.685665,-121.670998,260.0,1980.183,1985.365,California
NC.CGP.,NC,CGP,,"EH,HN,SH",37.645393,-122.011436,337.0,1992.031,3000.001,California
NC.CGP1.,NC,CGP1,,"EP,HN",37.645447,-122.011276,219.0,1995.152,3000.001,California
NC.CHMG.,NC,CHMG,,"EH,EL",37.624832,-118.929665,2301.0,1983.297,1985.289,California
NC.CHR.,NC,CHR,,"EH,HN,SH",37.372883,-121.768867,489.0,2004.245,2023.117,California
NC.CLC.,NC,CLC,,"EH,SH",37.738075,-122.065041,286.0,1972.326,2004.35,California
NC.CLCB.,NC,CLCB,,"EH,HN,SH",37.737865,-122.064865,309.0,2004.265,3000.001,California
NC.CLCB.20,NC,CLCB,20.0,HN,37.737865,-122.064865,309.0,2004.265,3000.001,California
NC.CMC.,NC,CMC,,"EH,SH",37.781101,-122.176804,52.0,1971.201,3000.001,California
NC.CMC.02,NC,CMC,2.0,"EH,HN",37.781101,-122.176804,52.0,1971.201,3000.001,California
NC.CMC.20,NC,CMC,20.0,HN,37.781101,-122.176804,52.0,1971.201,3000.001,California
NC.CMD.,NC,CMD,,EH,37.867332,-121.928169,719.0,1970.147,1970.21,California
NC.CMH.,NC,CMH,,"EH,SH",37.359077,-121.757553,503.0,1968.24,2002.079,California
NC.CMI.,NC,CMI,,"EH,EL",37.544849,-121.892403,359.0,1996.061,1996.068,California
NC.CMJ.,NC,CMJ,,"EH,SH",37.520237,-121.873314,479.0,1972.183,2017.125,California
NC.CMK.,NC,CMK,,HN,37.484867,-121.866508,752.0,1989.293,1996.11,California
NC.CML.,NC,CML,,"EH,SH",37.47752,-121.652939,1055.0,1980.088,3000.001,California
NC.CML.01,NC,CML,1.0,"EH,HN",37.47752,-121.652939,1055.0,1980.088,3000.001,California
NC.CML.20,NC,CML,20.0,HN,37.47752,-121.652939,1055.0,1980.088,3000.001,California
NC.CMLP.,NC,CMLP,,"EH,HN",37.449055,-121.834084,360.0,2015.191,3000.001,California
NC.CMM.,NC,CMM,,"EH,HN,SH",37.455669,-121.494667,1117.0,1980.001,3000.001,California
NC.CMM.20,NC,CMM,20.0,HN,37.455669,-121.494667,1117.0,1980.001,3000.001,California
NC.CMN.,NC,CMN,,"EH,EL,SH",37.627934,-121.707169,209.0,1979.331,2004.104,California
NC.CMO.,NC,CMO,,"EH,SH",37.811035,-121.803665,745.0,1969.107,2005.118,California
NC.CMOB.,NC,CMOB,,"EH,HN,SH",37.810417,-121.802719,743.0,2005.116,3000.001,California
NC.CMOB.20,NC,CMOB,20.0,HN,37.810417,-121.802719,743.0,2005.116,3000.001,California
NC.CMP.01,NC,CMP,1.0,EH,37.357716,-121.318253,760.0,1979.312,2020.233,California
NC.CMP.02,NC,CMP,2.0,"EH,SH",37.357716,-121.318253,760.0,1979.312,2020.233,California
NC.CMP.03,NC,CMP,3.0,"EH,SH",37.357716,-121.318253,760.0,1979.312,2020.233,California
NC.CMR.,NC,CMR,,"EH,SH",37.594978,-121.637978,470.0,1969.107,2004.071,California
NC.CMW.,NC,CMW,,"EH,HH",37.540531,-121.887344,369.0,2012.011,3000.001,California
NC.CMW1.,NC,CMW1,,"EP,HN",37.540257,-121.887581,214.0,2000.268,3000.001,California
NC.CNC.,NC,CNC,,EH,37.756001,-121.989998,306.0,1976.237,1977.174,California
NC.CNI.,NC,CNI,,"EH,EL,HN,SH,SL",37.607948,-121.964561,393.0,1993.067,3000.001,California
NC.COR.,NC,COR,,EH,37.465332,-121.734337,964.0,1969.339,1970.163,California
NC.COS.01,NC,COS,1.0,EH,37.508034,-121.375069,972.0,1979.313,2019.276,California
NC.COS.02,NC,COS,2.0,"EH,SH",37.508034,-121.375069,972.0,1979.313,2019.276,California
NC.CPA.,NC,CPA,,EH,37.631332,-121.956169,463.0,1969.178,1980.023,California
NC.CPI.,NC,CPI,,"EH,HN,SH",37.988903,-122.215607,203.0,1991.283,3000.001,California
NC.CPL.,NC,CPL,,EH,37.637501,-121.960663,317.0,1980.023,1993.063,California
NC.CPM.,NC,CPM,,"EH,HN,SH",37.949062,-122.408508,94.0,1991.247,3000.001,California
NC.CPN.,NC,CPN,,"EH,EL",37.650166,-121.861664,200.0,1979.284,1984.152,California
NC.CPP.01,NC,CPP,1.0,EH,37.700932,-121.684364,206.0,1987.007,3000.001,California
NC.CPP.02,NC,CPP,2.0,EH,37.700932,-121.684364,206.0,1987.007,3000.001,California
NC.CPP.03,NC,CPP,3.0,"EH,SH",37.700932,-121.684364,206.0,1987.007,3000.001,California
NC.CPR.,NC,CPR,,EH,37.429165,-121.7425,975.0,1968.194,1970.127,California
NC.CPS.,NC,CPS,,"EH,EL",37.689999,-121.699997,155.0,1980.028,1989.038,California
NC.CRA.,NC,CRA,,EH,37.767166,-121.9375,171.0,1976.239,1988.088,California
NC.CRH.,NC,CRH,,"EH,HN,SH",37.858841,-121.992638,259.0,2000.264,3000.001,California
NC.CRP.,NC,CRP,,"EH,SH",37.912663,-121.906494,303.0,1970.261,2001.163,California
NC.CRPB.,NC,CRPB,,"EH,HN,SH",37.912331,-121.907158,307.0,2001.156,3000.001,California
NC.CRPB.20,NC,CRPB,20.0,HN,37.912331,-121.907158,307.0,2001.156,3000.001,California
NC.CSA.,NC,CSA,,"EH,EL,SH,SL",37.672398,-121.702896,177.0,1979.282,3000.001,California
NC.CSC.,NC,CSC,,EH,37.285168,-121.772499,128.0,1967.161,1991.358,California
NC.CSH.,NC,CSH,,EH,37.647999,-122.042831,170.0,1973.015,1992.031,California
NC.CSL.,NC,CSL,,"EH,EL,HN,SH,SL",37.724159,-122.119293,219.0,1991.22,3000.001,California
NC.CSL.20,NC,CSL,20.0,HN,37.724159,-122.119293,219.0,1991.22,3000.001,California
NC.CSP.,NC,CSP,,"EH,SH",37.957115,-122.31147,179.0,1982.2,2013.163,California
NC.CSPB.,NC,CSPB,,"EH,HN",37.957161,-122.311302,208.0,2013.164,3000.001,California
NC.CSPB.20,NC,CSPB,20.0,HN,37.957161,-122.311302,208.0,2013.164,3000.001,California
NC.CSR.01,NC,CSR,1.0,"EH,HN",37.78651,-121.93084,233.0,2023.193,3000.001,California
NC.CSR.20,NC,CSR,20.0,HN,37.78651,-121.93084,233.0,2023.193,3000.001,California
NC.CST.,NC,CST,,"EH,SH",37.640583,-121.498009,187.0,1981.049,1998.336,California
NC.CSTB.,NC,CSTB,,"EH,SH",37.639702,-121.498337,190.0,1998.336,2006.068,California
NC.CSTC.,NC,CSTC,,EH,37.638439,-121.498428,200.0,2009.037,3000.001,California
NC.CSU.,NC,CSU,,HN,37.643032,-121.940201,499.0,2021.188,3000.001,California
NC.CSU1.,NC,CSU1,,"EP,HN",37.643032,-121.940201,375.0,1992.256,3000.001,California
NC.CSV.,NC,CSV,,"EH,SH",37.865318,-122.006279,199.0,1990.123,2002.03,California
NC.CTA.,NC,CTA,,"EH,HN,SH",38.026909,-122.015991,152.0,2000.278,3000.001,California
NC.CTF.,NC,CTF,,EH,37.646332,-121.672501,295.0,1980.183,1988.029,California
NC.CTH.,NC,CTH,,"EH,SH",37.668018,-121.655746,344.0,1980.001,2009.03,California
NC.CTL.,NC,CTL,,EH,37.657333,-121.643837,458.0,1977.174,1982.321,California
NC.CUSLD.01,NC,CUSLD,1.0,HN,37.76421,-122.094193,129.0,2013.325,3000.001,California
NC.CUSLD.02,NC,CUSLD,2.0,HN,37.76421,-122.094193,129.0,2013.325,3000.001,California
NC.CUSLD.03,NC,CUSLD,3.0,HN,37.76421,-122.094193,129.0,2013.325,3000.001,California
NC.CUSLD.04,NC,CUSLD,4.0,HN,37.76421,-122.094193,129.0,2013.325,3000.001,California
NC.CUSLD.05,NC,CUSLD,5.0,HN,37.76421,-122.094193,129.0,2013.325,3000.001,California
NC.CVA.,NC,CVA,,"EH,EL,SH",37.618168,-121.759895,174.0,1981.041,2004.071,California
NC.CVL.,NC,CVL,,"EH,EL,HN",37.623592,-121.836411,313.0,1979.318,3000.001,California
NC.CVL.20,NC,CVL,20.0,HN,37.623592,-121.836411,313.0,1979.318,3000.001,California
NC.CVP.,NC,CVP,,"EH,EL,HN,SH,SL",37.884003,-122.223228,527.0,1991.116,2020.21,California
NC.CVY.,NC,CVY,,EH,37.656239,-121.831589,131.0,1984.104,2007.001,California
NC.CYD.,NC,CYD,,HN,37.562767,-122.09655,9.0,2012.048,3000.001,California
NC.CYD1.,NC,CYD1,,"EP,HN",37.562893,-122.096695,9.0,2003.034,3000.001,California
NC.CYH.,NC,CYH,,EH,37.558998,-122.093666,38.0,1966.349,1975.136,California
NC.DBOG.,NC,DBOG,,EH,37.652832,-118.917831,2243.0,1984.096,1989.313,California
NC.EXSG.,NC,EXSG,,EH,37.613667,-118.830498,2153.0,1984.096,1989.313,California
NC.G001.01,NC,G001,1.0,HN,38.73782,-123.48893,31.0,2011.256,2012.341,California
NC.G002.01,NC,G002,1.0,HN,39.591915,-123.783699,30.0,2012.341,3000.001,California
NC.G003.01,NC,G003,1.0,HN,39.304501,-123.802948,25.0,2012.341,3000.001,California
NC.G004.01,NC,G004,1.0,HN,38.710251,-123.451233,20.0,2012.342,3000.001,California
NC.G005.01,NC,G005,1.0,HN,38.592064,-123.319794,225.0,2013.122,3000.001,California
NC.G006.01,NC,G006,1.0,HN,39.132172,-123.468155,357.0,2013.123,3000.001,California
NC.G007.01,NC,G007,1.0,HN,39.02153,-123.680847,92.0,2013.123,3000.001,California
NC.GAC.,NC,GAC,,"EH,SH",38.872742,-122.862915,968.0,1986.135,2020.232,California
NC.GAF.,NC,GAF,,EH,38.893166,-123.538002,710.0,1975.022,1982.124,California
NC.GAR.,NC,GAR,,"EH,SH",38.960037,-122.250305,242.0,1981.126,2023.046,California
NC.GAX.,NC,GAX,,"EH,SH",38.710682,-122.75724,367.0,1973.262,2007.164,California
NC.GAXB.,NC,GAXB,,"EH,HN",38.710732,-122.757332,386.0,2007.164,3000.001,California
NC.GBB.,NC,GBB,,"EH,SH",39.80127,-122.345497,170.0,2000.341,3000.001,California
NC.GBB.01,NC,GBB,1.0,"HH,HN",39.80127,-122.34559,197.0,2024.086,3000.001,California
NC.GBB.20,NC,GBB,20.0,HN,39.80127,-122.34559,197.0,2024.086,3000.001,California
NC.GBD.,NC,GBD,,"EH,SH",39.442429,-123.310654,632.0,1978.095,2006.199,California
NC.GBG.,NC,GBG,,"EH,SH",38.814358,-122.682625,1103.0,1975.177,3000.001,California
NC.GBG.01,NC,GBG,1.0,"EH,HN",38.814358,-122.682625,1103.0,1975.177,3000.001,California
NC.GBL.01,NC,GBL,1.0,"EH,HN",39.11709,-123.70883,144.0,2019.135,3000.001,California
NC.GBM.,NC,GBM,,"EH,SH",39.140854,-122.497391,1010.0,1981.126,2020.225,California
NC.GBO.,NC,GBO,,EH,38.824333,-122.842834,879.0,1975.171,1982.274,California
NC.GCB.,NC,GCB,,"EH,SH",39.391335,-123.522987,599.0,1979.247,1996.213,California
NC.GCK.,NC,GCK,,"EH,SH",39.543755,-122.436684,251.0,2000.158,2023.283,California
NC.GCM.,NC,GCM,,EH,38.805832,-122.755165,1286.0,1975.113,1986.058,California
NC.GCPN.00,NC,GCPN,0.0,HN,38.777122,-122.744728,832.0,2012.124,2013.057,California
NC.GCR.01,NC,GCR,1.0,EH,38.773834,-122.716499,693.0,1979.128,2019.163,California
